trial,epoch,loss,mae,val_loss,val_mae,status,filters,kernel_size,use_bn,conv_dropout,dropout,tc_dense_units,lr,score,best_step
0,2,2.659752,1.317891,1.058367,0.820945,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,1.829278,1.101663,1.109372,0.89604,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,1.511535,0.976258,1.013601,0.821367,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,1.387215,0.968557,1.003447,0.834393,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,1.216335,0.886813,1.007357,0.842578,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,1.123035,0.874952,1.002775,0.827451,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,1.105804,0.86045,1.001855,0.837314,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,1.096382,0.848718,0.997271,0.825266,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,1.047154,0.843032,0.991686,0.833682,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,1.050494,0.844786,0.980873,0.819843,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,1.007074,0.825908,0.965898,0.81768,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,13,0.971309,0.801868,0.950795,0.811086,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,14,0.97015,0.806335,0.935304,0.796734,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,19136.035156,78.375778,1412.948608,37.573353,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,769.119873,22.987574,2111.572266,45.935535,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,552.928772,18.788944,3875.29248,62.242867,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,528.307434,18.112532,1851.142822,43.010277,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,422.868591,16.150532,555.078857,23.530773,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,462.49118,16.875664,2368.655273,48.656013,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,431.394897,16.345249,984.654663,31.358677,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,393.393738,16.090763,949.560974,30.79459,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,331.665344,14.516503,958.908447,30.946301,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,339.970367,14.391886,1159.816528,34.037708,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,335.008209,14.510621,876.948425,29.591518,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,314.285797,13.943918,1275.537354,35.696526,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,283.540192,12.99687,864.028198,29.371401,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,602.140991,12.415587,6.036838,2.232491,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,4.473644,1.735873,3.154878,1.468181,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,1.267082,0.872358,4.413345,1.826595,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,1.401217,0.901884,4.067621,1.732846,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,1.265166,0.867338,2.714935,1.328421,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,1.087778,0.84108,1.79239,1.016647,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,1.057659,0.855014,1.45653,0.911015,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,1.045323,0.853285,1.404481,0.896255,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,1.076198,0.864462,1.469828,0.914919,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,1.055669,0.853365,1.543002,0.937671,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,1.043364,0.844254,1.567043,0.945076,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,1.059993,0.847886,1.556187,0.941673,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,1.008733,0.830693,1.532652,0.934321,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,13,1.062884,0.852436,1.517828,0.929641,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,14,1.035255,0.844582,1.511778,0.92769,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,560.844543,17.555822,19.367378,4.283643,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,26.828125,4.165757,4.884916,1.992057,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,24.707981,3.885869,1.207502,0.937866,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,27.605389,4.18981,1.317059,0.871517,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,26.50489,4.125891,1.13629,0.831468,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,24.90798,3.993754,1.025519,0.833357,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,21.984951,3.766431,1.045918,0.827159,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,22.51886,3.763624,1.047273,0.865712,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,20.81004,3.629179,1.072859,0.879511,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,18.816614,3.431305,1.033517,0.82883,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,19.130957,3.509769,1.093303,0.82638,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,16.882812,3.283156,1.098881,0.826609,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,13.145988,2.940577,1.053938,0.870037,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,13,15.690556,3.12788,1.055012,0.825331,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,428.468933,11.6626,3.167041,1.554656,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,7.635491,2.204022,1.448134,0.910758,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,7.393598,2.19713,1.212584,0.847401,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,6.398776,2.059584,1.123554,0.901953,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,4.33418,1.67106,1.101172,0.832706,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,1.809833,1.069052,1.240153,0.9503,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,3.166025,1.434179,1.148116,0.913213,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,2.579977,1.294816,1.431541,0.904472,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,2.096172,1.176412,1.126951,0.831365,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,1.904455,1.113244,1.257544,0.854533,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,2.00986,1.145935,1.49425,0.923512,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,1.616672,1.018738,1.052508,0.829818,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,1.427349,0.965498,1.307513,0.866617,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,13,1.294511,0.917162,1.076157,0.82108,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,14,1.193724,0.884253,1.106481,0.820793,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,4.921016,1.694883,1.29948,0.865851,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,1.384248,0.932918,1.464288,1.031837,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,1.221232,0.889366,1.015436,0.844787,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,1.233489,0.871179,1.182446,0.929016,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,0.918643,0.779638,1.165616,0.922554,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,0.901881,0.761933,1.268535,0.962366,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,0.757303,0.701215,1.364066,0.997971,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,0.699956,0.671701,1.269159,0.962689,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,0.645325,0.636228,1.546269,1.062174,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,0.501915,0.557193,1.361221,0.997134,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,0.492478,0.554428,1.372692,1.001297,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,7.821833,2.179281,1.347608,0.989267,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,2.127258,1.168071,1.26052,0.958029,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,1.250529,0.913472,1.366657,0.997064,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,1.079095,0.849234,1.93547,1.192062,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,1.080431,0.834837,1.499505,1.044997,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,0.996722,0.797539,1.616832,1.08603,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,0.913962,0.765628,1.533874,1.057344,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,0.882006,0.763957,1.390116,1.006647,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,0.764636,0.707078,1.519298,1.052703,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,0.735058,0.68795,1.42671,1.020849,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,27800.089844,85.837166,2681.415771,51.705311,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,105.68631,9.977479,15707.25,125.274391,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,185.742691,13.547461,7074.442383,84.023438,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,190.058044,13.706523,1785.961182,42.16206,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,118.038544,10.7164,701.601868,26.464052,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,45.795441,6.495431,209.49614,14.434094,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,8.864063,2.499216,26.63349,5.054132,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,3.047073,1.415189,1.586436,0.951103,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,3.954241,1.658482,1.832735,1.033049,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,9,2.785227,1.373939,6.997643,2.436521,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,10,2.570346,1.288611,13.702524,3.552989,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,11,2.299196,1.190949,16.064533,3.870937,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,12,2.349095,1.246182,14.250329,3.629273,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,13,2.354286,1.231669,12.215043,3.337406,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,14,2.317541,1.216881,11.144409,3.173151,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,0,40883.824219,107.926849,899.606018,29.900782,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,1,290.592499,16.713778,19409.554688,139.03743,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,2,127.549484,11.15191,21416.650391,145.978943,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,3,46.976986,6.54701,10068.47168,99.789558,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,4,6.809474,2.14864,3112.106934,54.829353,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,5,6.397576,1.998379,2290.198242,46.7733,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,6,5.577445,1.897911,3943.146729,61.964565,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,7,4.186007,1.627773,5784.98291,75.378761,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
0,8,4.107507,1.662483,5850.884277,75.81778,COMPLETED,12,11,False,0.2,0.5,128,0.00012482904754698164,0.8274823427200317,13
