trial,epoch,loss,mae,val_loss,val_mae
0,0,428.468933,11.662600,3.167041,1.554656
0,1,7.635491,2.204022,1.448134,0.910758
0,2,7.393598,2.197130,1.212584,0.847401
0,3,6.398776,2.059584,1.123554,0.901953
0,4,4.334180,1.671060,1.101172,0.832706
0,5,1.809833,1.069052,1.240153,0.950300
0,6,3.166025,1.434179,1.148116,0.913213
0,7,2.579977,1.294816,1.431541,0.904472
0,8,2.096172,1.176412,1.126951,0.831365
0,9,1.904455,1.113244,1.257544,0.854533
0,10,2.009860,1.145935,1.494250,0.923512
0,11,1.616672,1.018738,1.052508,0.829818
0,12,1.427349,0.965498,1.307513,0.866617
0,13,1.294511,0.917162,1.076157,0.821080
0,14,1.193724,0.884253,1.106481,0.820793
0,0,4.921016,1.694883,1.299480,0.865851
0,1,1.384248,0.932918,1.464288,1.031837
0,2,1.221232,0.889366,1.015436,0.844787
0,3,1.233489,0.871179,1.182446,0.929016
0,4,0.918643,0.779638,1.165616,0.922554
0,5,0.901881,0.761933,1.268535,0.962366
0,6,0.757303,0.701215,1.364066,0.997971
0,7,0.699956,0.671701,1.269159,0.962689
0,8,0.645325,0.636228,1.546269,1.062174
0,9,0.501915,0.557193,1.361221,0.997134
0,10,0.492478,0.554428,1.372692,1.001297
0,0,7.821833,2.179281,1.347608,0.989267
0,1,2.127258,1.168071,1.260520,0.958029
0,2,1.250529,0.913472,1.366657,0.997064
0,3,1.079095,0.849234,1.935470,1.192062
0,4,1.080431,0.834837,1.499505,1.044997
0,5,0.996722,0.797539,1.616832,1.086030
0,6,0.913962,0.765628,1.533874,1.057344
0,7,0.882006,0.763957,1.390116,1.006647
0,8,0.764636,0.707078,1.519298,1.052703
0,9,0.735058,0.687950,1.426710,1.020849
0,0,27800.089844,85.837166,2681.415771,51.705311
0,1,105.686310,9.977479,15707.250000,125.274391
0,2,185.742691,13.547461,7074.442383,84.023438
0,3,190.058044,13.706523,1785.961182,42.162060
0,4,118.038544,10.716400,701.601868,26.464052
0,5,45.795441,6.495431,209.496140,14.434094
0,6,8.864063,2.499216,26.633490,5.054132
0,7,3.047073,1.415189,1.586436,0.951103
0,8,3.954241,1.658482,1.832735,1.033049
0,9,2.785227,1.373939,6.997643,2.436521
0,10,2.570346,1.288611,13.702524,3.552989
0,11,2.299196,1.190949,16.064533,3.870937
0,12,2.349095,1.246182,14.250329,3.629273
0,13,2.354286,1.231669,12.215043,3.337406
0,14,2.317541,1.216881,11.144409,3.173151
0,0,40883.824219,107.926849,899.606018,29.900782
0,1,290.592499,16.713778,19409.554688,139.037430
0,2,127.549484,11.151910,21416.650391,145.978943
0,3,46.976986,6.547010,10068.471680,99.789558
0,4,6.809474,2.148640,3112.106934,54.829353
0,5,6.397576,1.998379,2290.198242,46.773300
0,6,5.577445,1.897911,3943.146729,61.964565
0,7,4.186007,1.627773,5784.982910,75.378761
0,8,4.107507,1.662483,5850.884277,75.817780
