trial,epoch,loss,mae,val_loss,val_mae
0,3,7.106009,2.117241,1.691592,0.997570
0,4,5.589024,1.863918,1.794386,1.034111
0,5,5.112191,1.829317,1.548607,0.951819
0,6,4.591575,1.694853,1.507693,0.938971
0,7,3.670171,1.511262,1.465404,0.926251
0,8,3.837553,1.555694,1.179348,0.841393
0,9,3.320689,1.458624,1.363792,0.895714
0,10,2.780584,1.334733,1.220058,0.850936
0,11,2.575803,1.262167,1.115183,0.823037
0,12,2.506581,1.289553,1.086666,0.815062
0,13,2.306658,1.224921,1.019299,0.804479
0,14,2.170638,1.194080,1.018951,0.801323
0,0,14.529058,3.041390,1.133387,0.846988
0,1,10.996104,2.635616,1.316147,0.967318
0,2,10.855485,2.630701,1.144818,0.895137
0,3,8.777055,2.324200,1.094446,0.860206
0,4,8.105843,2.307379,1.139394,0.852222
0,5,6.850893,2.088822,1.159060,0.895058
0,6,6.181214,1.974643,1.180662,0.863744
0,7,5.940496,1.959730,1.260587,0.937481
0,8,4.395487,1.676009,1.274228,0.942313
0,9,4.709942,1.749250,1.523309,1.033529
0,10,4.049702,1.599555,1.729323,1.105899
0,11,3.550901,1.509720,3.170691,1.542185
0,0,35.128391,4.665777,6.971417,2.423969
0,1,20.949148,3.616674,7.471770,2.526923
0,2,15.909641,3.201561,3.523538,1.575764
0,3,13.595463,2.943536,2.730973,1.328524
0,4,13.500595,2.878802,4.249888,1.790389
0,5,11.588242,2.682600,3.179479,1.476099
0,6,9.319738,2.401124,2.246625,1.169300
0,7,8.183135,2.287468,2.157974,1.141123
0,8,7.439446,2.129866,2.373410,1.215558
0,9,6.167997,2.003915,1.983903,1.088556
0,10,5.191206,1.751928,1.806635,1.031678
0,11,4.952724,1.737246,1.775763,1.023832
0,12,4.741700,1.727104,1.601781,0.966941
0,13,3.939048,1.565311,1.373276,0.897462
0,14,3.868528,1.575011,1.335670,0.887218
0,0,20.870667,3.721896,1.533266,0.955109
0,1,8.229819,2.326735,3.517392,1.648853
0,2,4.312307,1.639074,1.531984,1.047075
0,3,2.967195,1.378607,1.862587,1.156978
0,4,2.205478,1.195159,3.436150,1.627165
0,5,1.835254,1.100017,2.013701,1.207570
0,6,1.534505,0.995249,3.035012,1.515154
0,7,1.350919,0.914647,2.029810,1.210597
0,8,1.159340,0.881716,2.654150,1.402725
0,9,1.011706,0.798860,2.386221,1.318873
0,10,0.962124,0.782251,2.341868,1.303126
0,0,8.117722,2.250747,1.245089,0.853590
0,1,2.397121,1.226679,1.000535,0.824636
0,2,1.265068,0.880946,1.457777,0.912153
0,3,1.018705,0.819526,1.035780,0.859756
0,4,0.974363,0.800555,1.098618,0.814798
0,5,1.001826,0.814125,0.978175,0.817800
0,6,0.956443,0.801786,0.980969,0.811405
0,7,0.907539,0.765580,0.972465,0.822356
0,8,0.851777,0.739691,1.207093,0.930394
0,9,0.812887,0.738184,1.854207,1.157166
0,10,0.797041,0.712930,1.726053,1.111779
0,11,0.776819,0.709212,1.740297,1.120390
0,12,0.785706,0.721380,1.962885,1.189972
0,13,0.742069,0.700668,2.289711,1.304688
0,14,0.716662,0.683855,2.034182,1.218228
0,0,8.967135,2.414438,3.433953,1.620396
0,1,8.005966,2.257404,3.726955,1.696431
0,2,7.101923,2.141828,3.442842,1.622159
0,3,6.825236,2.087479,3.631277,1.671163
0,4,6.139083,1.939228,3.760190,1.704322
0,5,5.924783,1.916925,3.534074,1.646306
0,6,5.536879,1.882526,3.403621,1.611888
0,7,5.338617,1.838507,3.351076,1.598125
0,8,4.927363,1.751761,3.206294,1.558779
0,9,5.005751,1.775709,3.123662,1.536025
0,10,4.564562,1.708185,2.955575,1.489117
0,11,4.406372,1.635050,2.775195,1.437637
0,12,4.263178,1.636339,2.776166,1.437567
0,13,4.034974,1.566147,2.909136,1.474196
0,14,3.466680,1.456636,2.955966,1.485755
