trial,epoch,loss,mae,val_loss,val_mae
2,12,1.243118,0.90336,1.022709,0.848595
2,13,1.256312,0.901848,1.0234,0.830448
3,0,26.760366,3.883644,2.021947,1.115438
3,1,2.028291,1.18174,1.998442,1.210769
3,2,1.597179,1.031102,1.128831,0.82867
3,3,1.368277,0.931187,1.043149,0.822661
3,4,1.248457,0.916894,1.047523,0.866662
3,5,1.153417,0.868315,1.009339,0.836758
3,6,1.209583,0.885464,1.007672,0.827851
3,7,1.14597,0.87185,1.002349,0.833168
3,8,1.121814,0.858271,0.999735,0.822528
3,9,1.092868,0.839994,0.993002,0.822302
3,10,1.116434,0.868148,0.985658,0.82057
3,11,1.089572,0.83386,0.979607,0.814479
3,12,1.074253,0.837671,0.968616,0.818258
3,13,1.05388,0.820503,0.958486,0.804943
3,14,1.005286,0.824534,0.944603,0.799632
4,0,3.374807,1.465729,1.728891,1.119688
4,1,1.725816,1.053378,1.238311,0.947021
4,2,1.36671,0.946856,1.040675,0.860176
4,3,1.095333,0.858888,1.00606,0.832019
4,4,1.040347,0.842007,1.01201,0.825546
4,5,1.007861,0.830426,1.006552,0.823818
4,6,1.009325,0.828258,1.003969,0.817902
4,7,0.99145,0.820799,1.000211,0.816458
4,8,0.999562,0.831083,0.995373,0.815839
4,9,0.991607,0.824938,0.984826,0.811745
4,10,0.938733,0.798701,0.984973,0.807045
4,11,0.94984,0.809177,0.993313,0.802497
4,12,0.976623,0.816139,0.981991,0.803466
4,13,0.940586,0.805969,0.980215,0.798983
4,14,0.936243,0.796865,0.963242,0.825545
5,0,25.387583,4.055629,12.615022,3.405675
5,1,7.158561,2.155694,5.392373,2.095515
5,2,3.358233,1.482025,1.799109,1.027344
5,3,1.944861,1.124263,1.022468,0.83518
5,4,1.319077,0.921951,1.1261,0.903093
5,5,1.399856,0.96378,1.011577,0.83407
5,6,1.219005,0.907341,1.042043,0.814977
5,7,1.254247,0.914114,0.994599,0.822132
5,8,1.144925,0.864021,0.99277,0.83255
5,9,1.164299,0.880569,0.989007,0.808598
5,10,1.080786,0.838998,1.002645,0.846914
5,11,1.100172,0.858907,0.965091,0.81315
5,12,1.148704,0.873182,0.964859,0.820751
5,13,1.123465,0.870213,0.949703,0.803648
5,14,0.990643,0.809213,0.935334,0.800131
6,0,21.649975,3.698415,8.059943,2.648558
6,1,5.230463,1.839142,2.929017,1.482352
6,2,2.181749,1.20033,1.633472,0.97867
6,3,1.45842,0.977052,1.154411,0.914662
6,4,1.236641,0.926978,1.038815,0.834866
6,5,1.298522,0.921897,1.029453,0.838381
6,6,1.205712,0.902639,1.026235,0.845084
6,7,1.229505,0.899019,1.023772,0.833164
6,8,1.170823,0.885159,1.020294,0.84607
6,9,1.154485,0.875391,1.01418,0.830093
6,10,1.199489,0.909254,1.009439,0.842464
6,11,1.159504,0.886322,1.003579,0.841017
6,12,1.11496,0.862086,1.002167,0.845354
6,13,1.132028,0.863576,0.989942,0.829124
6,14,1.083736,0.857281,0.989911,0.80891
7,0,187.917496,8.498438,14.15917,3.620084
7,1,8.062624,2.438315,1.085758,0.827807
7,2,3.295966,1.457953,1.442859,0.908978
7,3,2.158353,1.196667,1.32386,0.98107
7,4,1.864966,1.101923,1.028841,0.846505
7,5,1.868924,1.097542,1.072698,0.827682
7,6,1.692433,1.029449,1.05918,0.871528
7,7,1.696075,1.05345,1.032026,0.831797
7,8,1.580988,1.001494,1.024349,0.844613
7,9,1.393051,0.962374,1.023793,0.846197
7,10,1.420992,0.958003,1.018925,0.836399
7,11,1.234484,0.914359,1.017314,0.83313
7,12,1.123107,0.873564,1.017279,0.844199
7,13,1.046285,0.855157,1.028518,0.822408
7,14,1.01644,0.83168,1.027339,0.854879
8,0,231.574997,8.833364,7.868671,2.614852
8,1,6.288802,2.042675,1.642333,0.974927
8,2,5.168241,1.780247,1.059754,0.825307
8,3,4.329132,1.687155,1.319706,0.978188
8,4,3.674435,1.520534,1.050138,0.82576
8,5,2.470351,1.261522,1.039394,0.860437
8,6,1.89087,1.123804,1.022751,0.8296
8,7,1.332117,0.937081,1.024545,0.827405
8,8,1.164768,0.871949,1.047714,0.86946
8,9,1.113757,0.859501,0.999549,0.836128
8,10,1.190944,0.898709,1.00347,0.831398
8,11,1.103712,0.858984,1.01315,0.817173
8,12,1.083539,0.846672,0.997492,0.823082
8,13,1.030226,0.842505,0.993925,0.837415
8,14,0.990946,0.811967,0.968319,0.805152
9,0,1.664017,1.053575,1.241027,0.867717
9,1,1.379802,0.975693,1.090603,0.847374
9,2,1.082946,0.844334,1.077045,0.871534
9,3,1.043681,0.840958,1.017804,0.831587
9,4,0.96365,0.808319,1.013983,0.814205
9,5,0.954348,0.815431,0.998208,0.81054
9,6,0.947103,0.805072,0.968583,0.802703
9,7,0.88786,0.774235,0.942319,0.793809
9,8,0.869421,0.765528,0.931834,0.778955
9,9,0.830998,0.743642,0.902044,0.784443
9,10,0.805184,0.731312,0.879455,0.764488
9,11,0.774866,0.711197,0.872782,0.756661
9,12,0.756174,0.710288,0.869545,0.765795
9,13,0.72345,0.683106,0.852241,0.751773
9,14,0.705867,0.684756,0.845587,0.752375
